Calendar Year,Park Name,Cause of Death,Injury Category,Sex,Age Range,Outcome
2009,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2009,Chesapeake & Ohio Canal National Historical Park,Drowning,Unintentional,Male,0-14,Fatal Injury
2009,Gulf Islands National Seashore,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Rocky Mountain National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2009,Grand Canyon National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Grand Canyon National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Grand Canyon National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,New River Gorge National River,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2009,Yosemite National Park,Drowning,Unintentional,Female,25-34,Fatal Injury
2009,Yosemite National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2009,Grand Canyon National Park,Fall,Unintentional,Male,65+,Fatal Injury
2009,Virgin Islands National Park,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2009,Chickasaw National Recreation Area,Poisoning,Unintentional,Undetermined,0-14,Fatal Injury
2009,Big Bend National Park,Environmental,Unintentional,Undetermined,Undetermined,Fatal Injury
2009,Denali National Park & Preserve,Fall,Unintentional,Male,35-44,Fatal Injury
2009,Denali National Park & Preserve,Fall,Unintentional,Male,35-44,Fatal Injury
2009,Richmond National Battlefield Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2009,Yosemite National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2009,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2009,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal Injury
2009,Great Falls Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Great Falls Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Cape Hatteras National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2009,Chickasaw National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal Injury
2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2009,Great Falls Park,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Golden Gate National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal Injury
2009,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Female,0-14,Fatal Injury
2009,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,35-44,Fatal Injury
2009,Grand Canyon National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2009,Cape Hatteras National Seashore,Drowning,Unintentional,Male,35-44,Fatal Injury
2009,Death Valley National Park,Environmental,Unintentional,Female,45-54,Fatal Injury
2009,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Lassen Volcanic National Park,Environmental,Unintentional,Male,0-14,Fatal Injury
2009,Dinosaur National Monument,Drowning,Unintentional,Female,45-54,Fatal Injury
2009,Big Thicket National Preserve,Drowning,Unintentional,Female,45-54,Fatal Injury
2009,Saguaro National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2009,Bluestone National Scenic River,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2009,New River Gorge National River,Drowning,Unintentional,Male,35-44,Fatal Injury
2009,Gateway National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal Injury
2009,Death Valley National Park,Environmental,Unintentional,Male,0-14,Fatal Injury
2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2009,North Cascades National Park,Environmental,Unintentional,Male,45-54,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2009,Zion National Park,Fall,Unintentional,Female,55-64,Fatal Injury
2009,Grand Canyon National Park,Environmental,Unintentional,Undetermined,15-24,Fatal Injury
2009,Yosemite National Park,Fall,Unintentional,Female,45-54,Fatal Injury
2009,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,New River Gorge National River,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Yosemite National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2009,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal Injury
2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2009,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,55-64,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal Injury
2009,Colonial National Historical Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,65+,Fatal Injury
2009,Glacier National Park,Fall,Unintentional,Male,65+,Fatal Injury
2009,Acadia National Park,Drowning,Unintentional,Female,0-14,Fatal Injury
2009,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,35-44,Fatal Injury
2009,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,65+,Fatal Injury
2009,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,15-24,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Rocky Mountain National Park,Fall,Unintentional,Female,55-64,Fatal Injury
2009,Biscayne National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2009,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,0-14,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Yosemite National Park,Drowning,Unintentional,Male,25-34,Fatal Injury
2009,Glacier National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2009,Grand Canyon National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2009,Yellowstone National Park,Drowning,Unintentional,Female,25-34,Fatal Injury
2009,Rocky Mountain National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2009,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2009,Biscayne National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2009,Cape Hatteras National Seashore,Drowning,Unintentional,Male,45-54,Fatal Injury
2009,Golden Gate National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal Injury
2009,Grand Canyon National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2009,Grand Teton National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2009,Glen Canyon National Recreation Area,Fall,Unintentional,Male,45-54,Fatal Injury
2009,Gauley River National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2009,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2009,Yosemite National Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2009,Denali National Park & Preserve,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,65+,Fatal Injury
2009,Channel Islands National Park,Environmental,Unintentional,Male,45-54,Fatal Injury
2009,Cape Hatteras National Seashore,Drowning,Unintentional,Male,15-24,Fatal Injury
2009,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2009,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2009,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal Injury
2009,Golden Gate National Recreation Area,Drowning,Unintentional,Female,35-44,Fatal Injury
2009,Zion National Park,Fall,Unintentional,Female,45-54,Fatal Injury
2009,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2009,Grand Canyon National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2009,Great Sand Dunes National Park & Preserve,Environmental,Unintentional,Female,25-34,Fatal Injury
2009,Yosemite National Park,Poisoning,Unintentional,Male,Undetermined,Fatal Injury
2009,Great Smoky Mountains National Park,Fall,Unintentional,Female,Undetermined,Fatal Injury
2010,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,25-34,Fatal Injury
2010,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2010,Yosemite National Park,Undetermined,Undetermined,Male,55-64,Fatal Injury
2010,New River Gorge National River,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2010,Golden Gate National Recreation Area,Fall,Unintentional,Female,15-24,Fatal Injury
2010,Natchez Trace Parkway,Other,Unintentional,Male,45-54,Fatal Injury
2010,Saguaro National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2010,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal Injury
2010,Chickamauga & Chattanooga National Military Park,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal Injury
2010,Glacier National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2010,Ozark National Scenic Riverways,Drowning,Unintentional,Male,35-44,Fatal Injury
2010,Point Reyes National Seashore,Drowning,Unintentional,Male,45-54,Fatal Injury
2010,Castillo De San Marcos National Monument,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2010,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal Injury
2010,Hawaii Volcanoes National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2010,Amistad National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2010,Zion National Park,Drowning,Unintentional,Male,25-34,Fatal Injury
2010,Zion National Park,Drowning,Unintentional,Male,25-34,Fatal Injury
2010,Zion National Park,Fall,Unintentional,Female,55-64,Fatal Injury
2010,Zion National Park,Fall,Unintentional,Female,55-64,Fatal Injury
2010,Saguaro National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2010,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2010,Zion National Park,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2010,Everglades National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Yosemite National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Great Smoky Mountains National Park,Poisoning,Unintentional,Male,25-34,Fatal Injury
2010,Channel Islands National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2010,Denali National Park & Preserve,Fall,Unintentional,Male,45-54,Fatal Injury
2010,Golden Gate National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Biscayne National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,35-44,Fatal Injury
2010,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2010,Golden Gate National Recreation Area,Undetermined,Undetermined,Female,Undetermined,Fatal Injury
2010,Yellowstone National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Yellowstone National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Denali National Park & Preserve,Environmental,Unintentional,Male,35-44,Fatal Injury
2010,Denali National Park & Preserve,Environmental,Unintentional,Male,35-44,Fatal Injury
2010,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2010,Yosemite National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Great Falls Park,Drowning,Unintentional,Female,35-44,Fatal Injury
2010,Great Falls Park,Drowning,Unintentional,Female,0-14,Fatal Injury
2010,Virgin Islands National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2010,Mount Rainier National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2010,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2010,Buffalo National River,Drowning,Unintentional,Male,0-14,Fatal Injury
2010,Buffalo National River,Drowning,Unintentional,Male,0-14,Fatal Injury
2010,Mount Rainier National Park,Environmental,Unintentional,Male,55-64,Fatal Injury
2010,Mount Rainier National Park,Environmental,Unintentional,Male,55-64,Fatal Injury
2010,Denali National Park & Preserve,Fall,Unintentional,Male,25-34,Fatal Injury
2010,New River Gorge National River,Environmental,Unintentional,Female,25-34,Fatal Injury
2010,Glacier National Park,Fall,Unintentional,Female,55-64,Fatal Injury
2010,Glacier National Park,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2010,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2010,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2010,Cape Cod National Seashore,Drowning,Unintentional,Male,65+,Fatal Injury
2010,Great Sand Dunes National Park & Preserve,Motor Vehicle Crash,Unintentional,Female,65+,Fatal Injury
2010,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2010,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2010,Mount Rainier National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2010,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2010,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Male,35-44,Fatal Injury
2010,Indiana Dunes National Park,Drowning,Unintentional,Female,0-14,Fatal Injury
2010,Ozark National Scenic Riverways,Drowning,Unintentional,Male,0-14,Fatal Injury
2010,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Male,35-44,Fatal Injury
2010,Olympic National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Olympic National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Olympic National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Olympic National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Glen Canyon National Recreation Area,Fall,Unintentional,Male,15-24,Fatal Injury
2010,Padre Island National Seashore,Drowning,Unintentional,Female,55-64,Fatal Injury
2010,Grand Canyon National Park,Environmental,Unintentional,Female,15-24,Fatal Injury
2010,Yosemite National Park,Fall,Unintentional,Female,25-34,Fatal Injury
2010,Cape Cod National Seashore,Drowning,Unintentional,Male,55-64,Fatal Injury
2010,Golden Gate National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Grand Canyon National Park,Fall,Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2010,Point Reyes National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Point Reyes National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Point Reyes National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Point Reyes National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2010,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2010,Yellowstone National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2010,Rocky Mountain National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Rocky Mountain National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Yosemite National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2010,Rocky Mountain National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2010,Lake Mead National Recreation Area,Other,Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Lake Mead National Recreation Area,Other,Unintentional,Undetermined,Undetermined,Fatal Injury
2010,Golden Gate National Recreation Area,Fall,Unintentional,Male,15-24,Fatal Injury
2010,Valley Forge National Historical Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,55-64,Fatal Injury
2010,Grand Teton National Park,Fall,Unintentional,Female,15-24,Fatal Injury
2010,Zion National Park,Environmental,Unintentional,Male,15-24,Fatal Injury
2010,Grand Teton National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2010,Zion National Park,Undetermined,Undetermined,Male,15-24,Fatal Injury
2010,Oxon Cove Park & Oxon Hill Farm,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
